OWNER,VESSEL,Charterer,Size,Grade,Load,Disch.,Date,$,Rate,Comment,Status,Month,YEAR,LR1/LR2,Load Region,Disc Region,Decade
SHELL,PACIFIC JULIA,SHELL,"60,000",JET,fujairah,karachi,18-Aug-2018,O/P,O/P,18-20/8,FXD,8,2018,#REF!,AG,WCI,2
SHELL,PACIFIC RAWAN,TOTAL ,"80,000",UMD,TAIWAN,UKC-SPORE,18-Aug-2018,$,"1,875,000","BSS UKC, 350K BSS SPORE",FXD,8,2018,#REF!,TAWAIN,UKC,2
SCORPIO,STI GUARD,SOCAR,"75,000",NAP,ras laffan,daesan,19-Aug-2018,PLATTS,PLATTS,,FXD,8,2018,#REF!,AG,NASIA,2
SCORPIO,SWARNA KAVERI,BP ,"55,000",NAP,ruwais,huizhou,19-Aug-2018,WS,95,"BSS JAPAN, 19-20/8 ",FXD,8,2018,#REF!,AG,SCHINA,2
TRAFIGURA,CIELO BIANCO,HOB,"60,000",UMS,DALIAN,SPORE,19-Aug-2018,$,"390,000",19-20/8,FXD,8,2018,#REF!,NCHINA,SEA,2
RELIANCE,STI ROSE,RELIANCE,"100,000",ULSD,SIKKA,WEST,19-Aug-2018,O/P,O/P,,FXD,8,2018,#REF!,WCI,UKC,2
ADHART ,RED EAGLE,SHELL,"60,000",UMS,SIKKA,FUJAIRAH-SOHAR-KARACHI,19-Aug-2018,$,"225,000","BSS FUJ-SOHAR, 345K BSS SIKKA/SOHAR-KARACHI, 19-20/8 TBN 1 INCHOPT",FXD,8,2018,#REF!,WCI,AG,2
ADNATCO,YAMILAH-III,CNR,"60,000",CPP,RUWAIS,PASIR GUDANG,19-Aug-2018,RNR,RNR,,FXD,8,2018,#REF!,AG,SEA,2
ADNATCO,YAMILAH-III,CNR,"75,000",NAP,ruwais,pasir gudang,19-Aug-2018,RNR,RNR,,FXD,8,2018,#REF!,AG,SEA,2
SHELL,GAGARIN PROSPECT ,RELIANCE,"90,000",GO,SIKKA,UKC-OPTIONS,20-Aug-2018,$,"1,775,000",NEWBUILD,FXD,8,2018,#REF!,WCI,UKC,2
STRAITS,NORSTAR INTEGRITY,BP ,"60,000",UMS,YANBU,UKC-EAFR-SPORE-FUJ ,20-Aug-2018,$,"1,100,000",BSS UKC - WS 105 BSS EAFR - WS 109 BSS SPORE - FUJ $ 425 PVT ,FXD ,8,2018,#REF!,RSEA,AG,2
PRIMEMARINE,FLAGSHIP IVY,TOTAL,"65,000",ULSD,JUBAIL,UKC-SPORE,20-Aug-2018,$,"1,425,000","BSS UKC, WS 105 BSS SPORE, 20-21/8 ",FXD,8,2018,#REF!,AG,UKC,2
SCORPIO,STI EXCELLENCE,GULF PETROCHEM,"60,000",JET,BAHRAIN ,WEST,20-Aug-2018,$,"1,425,000",BSS UKC,FXD,8,2018,#REF!,AG,UKC,2
BW,BW YARRA ,CNR,"60,000",CPP,ULSAN,LOS ANGELES,20-Aug-2018,RNR,RNR,,FXD,8,2018,#REF!,NASIA,USWC,2
COSCO,SHAN YING ZUO,TRAFIGURA,"55,000",NAP,jamnagar,huizhou,20-Aug-2018,WS,95,BSS JAPAN (RPLC KONSTANTIN JACOB @ WS 95),FXD,8,2018,#REF!,WCI,SCHINA,2
ITOCHU,MORNING IBIS,JX,"55,000",NAP,ras laffan,yokohama-muroran,21-Aug-2018,WS,100,21-22/8,FXD,8,2018,#REF!,AG,NASIA,3
PREMUDA,FOUR SKY,TOTAL,"80,000",ULSD,JUBAIL,SPORE-EAFR-UKC-OPTS,21-Aug-2018,RNR,RNR,21-22/08,FXD,8,2018,#REF!,AG,TBN,3
SCORPIO ,STI BROADWAY,SHELL,"80,000",ULSD,YANBU,OPTIONS,21-Aug-2018,$,"1,525,000","BSS UKC, 22-23/8 (RPLC FRONT VEGA O/O @ 1.525M)",FXD,8,2018,#REF!,RSEA,TBN,3
DYNACOM,SCIROCCO ,ATC,"60,000",UMS ,YANBU ,SAUDI RSEA,21-Aug-2018,$,"220,000","BSS SAUDI R.SEA, P+C OURS ",FXD,8,2018,#REF!,RSEA,RSEA,3
STRAITS ,FPMC P GLORY C/O NEW CENTURY,ENI,"65,000",JET,RUWAIS,UKC-MED ,21-Aug-2018,$ ,"1,450,000","BSS UKC, P+C OURS ",FXD,8,2018,#REF!,AG,TBN,3
FRONTLINE,SEA PECOS ,AMPOL,"75,000",CPP,S.KOREA,OZZY,21-Aug-2018,WS,104.5,"BSS OZZY, 21-23/8",FXD,8,2018,#REF!,NASIA,OZ,3
SCORPIO,STI GUARD,SOCAR,"75,000",NAP,fujairah,daesan,21-Aug-2018,WS,97.5,BSS JAPAN,FXD,8,2018,#REF!,AG,NASIA,3
PRIMEMARINE,RIVER SHINER,CNR,"55,000",NAP,haldia+chennai,daesan+dalian,22-Aug-2018,RNR,RNR,,FXD,8,2018,#REF!,ECI,NASIA,3
SCORPIO,STI PROVIDENCE ,MARUBENI,"55,000",NAP,rabigh,chiba,22-Aug-2018,WS,100,22-25/8 ,FXD,8,2018,#REF!,RSEA,NASIA,3
OTC,OCEAN LADY,IDEMITSU,"75,000",NAP,ras laffan,singapore,22-Aug-2018,WS,101.5,"BSS JAPAN, 22-23/8",FXD,8,2018,#REF!,AG,SEA,3
DYNACOM,LEADER,ATC,"60,000",NAP ,yanbu,fujairah,22-Aug-2018,$,"220,000","BSS SAUDI R.SEA, P+C OURS ",FXD,8,2018,#REF!,RSEA,RSEA,3
NAVIG8,SEAWAYS SHENANDOAH,ATC,"75,000",NAP,ras tanura,daesan+yosu+onsan,22-Aug-2018,WS,97.5,BSS JAPAN,FXD,8,2018,#REF!,AG,NASIA,3
SCORPIO,STI ORCHARD,VITOL,"75,000",NAP,sitra ,map ta phut,22-Aug-2018,WS,95.0,BSS JAPAN,FXD,8,2018,#REF!,AG,SEA,3
SCORPIO,STI EXPERIENCE ,GULF PETROCHEM,"65,000",JET,SIKKA ,AG,22-Aug-2018,$,"1,490,000",,FXD,8,2018,#REF!,WCI,AG,3
TORM,TORM SIGNE,PETROCHINA,"60,000",CPP,JAPAN,SPORE,22-Aug-2018,$,"500,000",BSS SPORE 2:1,FXD,8,2018,#REF!,NASIA,SEA,3
ADNATCO,DIYYINAH-I,SHELL,"60,000",JET,RUWAIS,JEBEL ALI,22-Aug-2018,$,"180,000","BSS JEBEL ALI, 22-24/08",FXD,8,2018,#REF!,AG,AG,3
ST SHIPPING,ALPINE PERSEFONE,TRAFIGURA,"60,000",JET,VADINAR,EAST-WEST,22-Aug-2018,$,"1,425,000","BSS UKC, 22-23/8",FXD,8,2018,#REF!,WCI,TBN,3
SHELL,ETERNAL DILIGENCE,PETROCHINA,"60,000",JET,OSAKA,OZZY,22-Aug-2018,WS,107.5,"BSS OZZY, 22-24/8, 60 X WS 107,5 / 0 OVERAGE",FXD,8,2018,#REF!,NASIA,OZ,3
PRIMEMARINE,ARCTIC FLOUNDER ,SINOPEC,"60,000",CPP,YANGPU,HONG KONG,22-Aug-2018,$,"300,000",BSS HONG KONG ,FXD,8,2018,#REF!,SCHINA,SEA,3
COSCO,LIAN BAI HU ,PETROCHINA,"60,000",ULSD,DALIAN,SPORE,22-Aug-2018,RNR,RNR,,FXD,8,2018,#REF!,NCHINA,SEA,3
ARGYLL ,ANALIPSI LADY ,ATC,"60,000",GO ,RABIGH ,SAUDI RSEA  ,23-Aug-2018,$ ,"220,000","BSS SAUDI R.SEA, P+C OURS ",FXD,8,2018,#REF!,RSEA,RSEA,3
PRIME MARINE ,SAUGER ,ATC ,"60,000",UMS ,RABIGH ,SAUDI RSEA -AG ,23-Aug-2018,$,"220,000","BSS SUADI RSEA, 410K BSS AG, P+C OURS ",FXD,8,2018,#REF!,RSEA,RSEA,3
SCORPIO,STI CONNAUGHT,ATC,"80,000",CPP,S.KOREA,SPORE-AG-RSEA,23-Aug-2018,$,"400,000",BSS SPORE,FXD,8,2018,#REF!,NASIA,TAIWAN,3
NYK,CHAMPION PRINCE,AMPOL,"90,000",CPP,S.KOREA,OZZY,23-Aug-2018,WS,105,BSS OZZY,FXD,8,2018,#REF!,NASIA,OZ,3
BW ,BW COLUMBIA ,TOTAL,"65,000",JET,AG,UKC-OPTS,23-Aug-2018,$,"1,500,000",BSS UKC - REPLACING HAMBURG STAR,FXD ,8,2018,#REF!,AG,UKC,3
SCORPIO,STI EXECUTIVE,PETROCHINA,"60,000",JET,RAS LAFFAN,SPORE-HK-PHILL,24-Aug-2018,WS,100,"BSS HK AND PHILL, 24-25/8, PVT OURS",FXD,8,2018,#REF!,AG,TBN,3
TRAFIGURA,SERIANA,ST SHIPPING,"75,000",COND,DAMPIER,OPTIONS,24-Aug-2018,WS,100,24-25/8,FXD,8,2018,#REF!,OZ,TBN,3
BP,BRITISH RESTRAINT,TRAFIGURA,"75,000",CPP,S.KOREA,OZZY,24-Aug-2018,WS,104.5,check this she did a Spore/Ozzy,FXD,8,2018,#REF!,NASIA,OZ,3
ST,SCF PRUDENCIA,CPC,"55,000",NAP,quanzhou+kaohsiung,townville+brisbane,24-Aug-2018,WS,110,"BSS OZZY, 24-25/8",FXD,8,2018,#REF!,TAWAIN,OZ,3
ARGYLL,FOTINI LADY,ATC,"55,000",NAP,yanbu,chiba+oita,25-Aug-2018,WS,95,BSS JAPAN,FXD,8,2018,#REF!,RSEA,NASIA,3
TSAKOS,SALAMINA,EQUINOR,"55,000",NAP,ras laffan,iwakuni+yokohama+muroran,25-Aug-2018,WS,95,BSS JAPAN,FXD,8,2018,#REF!,AG,NASIA,3
MAERSK,GLORY CRESCENT,FORMOSA,"75,000",NAP,ruwais,mailiao+kaohsiung,25-Aug-2018,WS,97.5,25-26/8 ,FXD,8,2018,#REF!,AG,TAIWAN,3
NAVIG8,NAVIG8 PROVIDENCE ,BP,"90,000",GO,S.KOREA,SPORE-UKC-OPTIONS,25-Aug-2018,$,"420,000","BSS SPORE, 1.825M BSS UKC (BSS S.KOREA LOAD) NEWBUILD",FXD,8,2018,#REF!,NASIA,TBN,3
NYK,CHAMPION PLEASURE,CHEVRON,"75,000",COND,WHEATSTONE,JAPAN-S.KOREA,25-Aug-2018,WS,107.5,,FXD,8,2018,#REF!,OZ,NASIA,3
SCORPIO,STI EXCEL ,VITOL,"60,000",UMS,SIKKA,AG,25-Aug-2018,RNR,RNR,25-26/08,FXD,8,2018,#REF!,WCI,AG,3
MENA,BW ZAMBESI,TOTAL,"60,000",UMS,JUBAIL,JEBEL ALI-KARACHI,25-Aug-2018,$,"180,000","BSS JEBEL ALI, 240K BSS PAKISTAN",FXD,8,2018,#REF!,AG,TBN,3
BW,BW LENA,ATC,"60,000",UMS,SIKKA,FUJAIRAH,25-Aug-2018,$,"240,000","BSS FUJ, 25-26/8",FXD,8,2018,#REF!,WCI,AG,3
DYNACOM,SERENGETI ,VITOL,"60,000",GO,VADINAR,SPORE,25-Aug-2018,WS,100,"BSS SPORE, RPTD, POSS RPLCNG DONG TING HU ",FXD,8,2018,#REF!,WCI,SEA,3
PETROLIMEX,VAN PHONG 1,SHELL,"75,000",NAP,jubail,singapore,26-Aug-2018,PLATTS,PLATTS,BSS JAPAN - P+C OURS,FXD,8,2018,#REF!,AG,SEA,3
MINERNA,MINERVA INDIANA,VITOL,"90,000",JET,S.KOREA,SINGAPORE-UKC,26-Aug-2018,$,"1,800,000",BSS UKC 26-28/8 ,FXD,8,2018,#REF!,NASIA,TBN,3
FRONTLINE,FRONT ALTAIR,SAHARA,"90,000",ULSD,SIKKA,EAFR,26-Aug-2018,WS,85,BSS EAFR ,FXD,8,2018,#REF!,WCI,EAFR,3
SCORPIO ,STI ALEXIS,ATC,"80,000",ULSD,JUBAIL,AG-UKC,27-Aug-2018,COA,COA,27-28/8,FXD,8,2018,#REF!,AG,TBN,3
SCORPIO,STI PRIDE,SHELL,"60,000",CPP,JUBAIL,JEBEL ALI,27-Aug-2018,$,"180,000","27-29/08, OPTION TC5 VOY IN D/C 55@102.5",FXD,8,2018,#REF!,AG,AG,3
PRIME MARINE,LAKE STURGEON,ATC,"60,000",CPP,SUEZ ,JEDDAH,27-Aug-2018,RNR,RNR,27-28/08,FXD,8,2018,#REF!,RSEA,RSEA,3
TSAKOS,SELINI,MARUBENI,"55,000",NAP,das island,anyer,28-Aug-2018,WS,95,BSS JAPAN,FXD,8,2018,#REF!,AG,SEA,3
DYNACOM,ATHINA,VITOL,"55,000",NAP,jamnagar,mailiao,28-Aug-2018,WS,100,28-29/08,FXD,8,2018,#REF!,WCI,TAIWAN,3
JACOB,KONSTANTIN JACOB,CPC,"55,000",NAP,mina al ahmadi,kaohsiung,28-Aug-2018,WS,103,"BSS JAPAN, 28-29/8",FXD,8,2018,#REF!,AG,TAIWAN,3
BW,BW SHINANO,BP,"60,000",UMS,TAIWAN,SPORE-INDO-AG,28-Aug-2018,$,"285,000","BSS SPORE, 460K BSS AG, 28-30/8 TBN 1, PVT OURS ",FXD,8,2018,#REF!,TAWAIN,TBN,3
PRIMEMARINE,POLAR COD,VITOL,"60,000",UMS,SRI RACHA+MAP TA PHUT,SINGAPORE,28-Aug-2018,$,"230,000","BSS SPORE 1:1, $260K 2:1",FXD,8,2018,#REF!,SEA,SEA,3
SKS,SKS DELTA,STL,"80,000",COND,BAYU UNDAN,NINGBO,28-Aug-2018,WS ,95,BSS NINGBO,FXD,8,2018,#REF!,SEA,SCHINA,3
TRAFIGURA,CIELO ROSSO,VITOL,"60,000",LCO,SINGAPORE,NANSHA-OPTS,28-Aug-2018,$,"330,000","BSS NANSHA, 25-27/8, RPLCING JO ROWAN",FXD,8,2018,#REF!,SEA,NASIA,3
BP,BRITISH REGARD,BP,"90,000",ULSD,SIKKA,OZZY,28-Aug-2018,O/P,O/P,,FXD,8,2018,#REF!,WCI,OZ,3
MAERSK,LR2 POSEIDON,KOCH,"80,000",JET,SIKKA,UKC-OPTS,28-Aug-2018,$,"1,790,000","BSS UKC, 28-29/8",FXD,8,2018,#REF!,WCI,UKC,3
BW,BW DANUBE,SHELL,"60,000",UMS,SIKKA,FUJ-PAK-OPTS,28-Aug-2018,$,"235,000","BSS FUJ, $ 335K BSS PAK",FXD,8,2018,#REF!,WCI,AG,3
ROXANNA,ALIGOTE,ATC,"60,000",CPP,SUEZ ,JEDDAH,29-Aug-2018,$,"250,000",BSS JEDDAH,FXD,8,2018,#REF!,RSEA,RSEA,3
NAVIG8,CAPTAIN SPIRO,SHELL,"80,000",GTL,RAS LAFFAN,UKC-OPTS,29-Aug-2018,$,"1,875,000",BSS UKC,FXD,8,2018,#REF!,AG,UKC,3
FRONTLINE,FRONT TIGER,ATC,"90,000",JET,AG,UKC-SPORE-OPTS,29-Aug-2018,$,"1,950,000","BSS UKC, WS 107,5 BSS SPORE, 26-27/8",FXD,8,2018,#REF!,AG,TBN,3
SCORPIO,STI LOMBARD,ATC,"80,000",ULSD,YANBU,UKC-OPTS,29-Aug-2018,COA,COA,,FXD,8,2018,#REF!,RSEA,UKC,3
SCORPIO ,STI ELYSEES,ATC,"80,000",ULSD,AG,WEST-OPTS,29-Aug-2018,COA,COA,29-31/8,FXD,8,2018,#REF!,AG,UKC,3
MAERSK,JAG LOKESH,BP,"90,000",GO,RUWAIS,EAFR-SPORE,29-Aug-2018,WS,90,BSS SPORE - went to Botany Bay,FXD,8,2018,#REF!,AG,OZ,3
ELETSON ,MEGALONISSOS,MARUBENI ,"75,000",NAP,ruwais,oita+senboku,30-Aug-2018,WS,97.5,"BSS JAPAN, 30-31/08",FXD,8,2018,#REF!,AG,NASIA,3
NAVIG8,KING PHILIPPOS,MENA,"90,000",JET,AG,UKC-OPTS ,30-Aug-2018,COA,COA,,FXD,8,2018,#REF!,AG,UKC,3
HEIDMAR,PACIFIC SKY,PTT,"80,000",COND,DAMPIER,THAILAND,30-Aug-2018,WS,95,BSS THAILAND,FXD,8,2018,#REF!,OZ,SEA,3
SCORPIO ,HAMBURG STAR,ENOC,"55,000",NAP,jebel ali,daesan,30-Aug-2018,WS,101,,FXD,8,2018,#REF!,AG,NASIA,3
BW,BW THAMES,UNIPEC,"60,000",JET,RABIGH,UKC,30-Aug-2018,$,"1,150,000","BSS UKC, 30-31/09",FXD,8,2018,#REF!,RSEA,UKC,3
FRONTLINE,FRONT SIRIUS,SHELL,"75,000",NAP,mina al ahmadi,map ta phut,31-Aug-2018,WS,95,BSS JAPAN,FXD,8,2018,#REF!,AG,SEA,3
ARGYLL,ZENOVIA LADY,SHELL,"80,000",CPP,AG,UKC-OPTS,31-Aug-2018,$,"1,875,000","BSS UKC, END/08-ELY/09",FXD,8,2018,#REF!,AG,UKC,3
BW,BW HUDSON ,LOTTE TITAN,"55,000",NAP,ruwais,pasir gudang,1-Sep-2018,WS,98,RPLC BW RHINE @ WS 112.5,FXD,9,2018,#REF!,AG,SEA,1
PRIME MARINE,PIKE,TOTAL,"55,000",NAP,ruwais,chiba+oita,1-Sep-2018,WS,95,"BSS JAPAN, 1-3/09",FXD,9,2018,#REF!,AG,NASIA,1
SCORPIO,STI GUIDE,SHELL,"75,000",NAP,ras laffan,daesan,1-Sep-2018,WS,95,"BSS JAPAN, 1-2/09",FXD,9,2018,#REF!,AG,NASIA,1
ADHART,RED EAGLE,VITOL,"55,000",NAP,fujairah,dalian,1-Sep-2018,WS,95,"BSS JAPAN, 1-2/09",FXD,9,2018,#REF!,AG,NASIA,1
MAERSK,LR2 POLARIS,TRAFIGURA,"90,000",GO,VADINAR,DJIBOUTI-EAFR-SPORE,1-Sep-2018,$,"600,000","BSS DJIBOUTI, 90 @ WS 90 SPORE-EAFR 1-3/09",FXD,9,2018,#REF!,WCI,TBN,1
SCORPIO ,STI LAUREN,UNIPEC,"90,000",ULSD,YANBU,UKC-OPTS,1-Sep-2018,$,"1,525,000","BSS UKC, 1-3/09, RPTD",FXD,9,2018,#REF!,RSEA,UKC,1
FRONTLINE,FRONT COUGAR,SHELL,"80,000",ULSD,AG,UKC-SPORE,1-Sep-2018,$,"1,925,000","BSS UKC, WS 95 BSS SPORE",FXD,9,2018,#REF!,AG,UKC,1
SCORPIO,STI STEADFAST,WINSON,"80,000",ULSD,SIKKA,UKC-EAST,1-Sep-2018,$,"1,900,000","BSS UKC, 1-3/09, 90 @ WS 92 BSS SPORE-EAFR ",FXD,9,2018,#REF!,WCI,TBN,1
OTC,DONG TING HU ,ENOC,"60,000",UMS,SIKKA,AG,1-Sep-2018,$,"225,000",TOLD PVTLY,FXD,9,2018,#REF!,WCI,AG,1
FRONTLINE ,FRONT COUGAR,SHELL,"90,000",ULSD,AG,WEST,1-Sep-2018,$,"1,925,000",WS 95 SPORE ,FXD,9,2018,#REF!,AG,UKC,1
STRAITS,MARIBEL,ST,"55,000",NAP,jamnagar,mailiao,2-Sep-2018,WS,100,"BSS JAPAN, 2-3/09, RPLC ELAN VITAL",FXD,9,2018,#REF!,WCI,TAIWAN,1
HELLENIC TANKERS,SPRUCE 2,ENOC,"60,000",COND,KARIMUN,S.KOREA,2-Sep-2018,$,"400,000","BSS S.KOREA, 2-3/09",FXD,9,2018,#REF!,SEA,NASIA,1
HEIDMAR,PACIFIC SKY ,PTT,"80,000",COND,DAMPIER,THAILAND,2-Sep-2018,WS,95,,FXD,9,2018,#REF!,OZ,SEA,1
KOCH,IASONAS ,KOCH,"75,000",NAP,ruwais,yosu+onsan,3-Sep-2018,O/P,O/P,,FXD,9,2018,#REF!,AG,NASIA,1
SCORPIO ,SWARNA KAMAL ,JX,"75,000",NAP,ras laffan,kawasaki+nagoya,3-Sep-2018,WS,99,BSS JAPAN,FXD,9,2018,#REF!,AG,NASIA,1
STRAITS,FREIGHT MARGIE,ST,"55,000",NAP,fujairah,batangas,3-Sep-2018,WS,95,"BSS JAPAN, 3-5/09",FXD,9,2018,#REF!,AG,SEA,1
SHELL,SUNRAY,VALLERO,"60,000",JET,S.KOREA,USWC,3-Sep-2018,$,"1,225,000",BSS USWC,FXD,9,2018,#REF!,NASIA,USWC,1
NAVIG8,THEODOSIA ,VITOL,"60,000",CPP,S.KOREA,SPORE-OPTS,3-Sep-2018,$,"375,000",,FXD,9,2018,#REF!,NASIA,SEA,1
TORM,TORM SOFIA,ATC,"60,000",UMS,FUJAIRAH,KUWAIT,3-Sep-2018,$,"180,000",BSS KUWAIT,FXD,9,2018,#REF!,AG,AG,1
BW,BW CLYDE ,SK,"60,000",GO,S.KOREA,SINGAPORE,3-Sep-2018,$,"350,000",3-5/9 - PVT TOLD ,FXD,9,2018,#REF!,NASIA,SEA,1
ST SHIPPING,ALPINE AMALIA,BP,"75,000",NAP,ruwais,map ta phut,4-Sep-2018,WS,95,BSS JAPAN,FXD,9,2018,#REF!,AG,SEA,1
SCORPIO,STI SOLIDARITY,ATC,"80,000",ULSD,YANBU,UKC-OPTS,4-Sep-2018,$,"1,525,000","BSS UKC, P+C, TOLD PVTLY",FXD,9,2018,#REF!,RSEA,UKC,1
STRAITS,STARLING ,TOTAL,"60,000",JET,SIKKA,UKC-OPTS,4-Sep-2018,$,"$1,425,000",BSS UKC ,FXD,9,2018,#REF!,WCI,UKC,1
BW,BW AMAZON,TOTAL,"60,000",JET,JUBAIL,UKC-OPTS,4-Sep-2018,$,"1,450,000",BSS UKC,FXD,9,2018,#REF!,AG,UKC,1
NAVIG8,CAPTAIN JOHN,TOTAL,"90,000",ULSD,AG,UKC,4-Sep-2018,$,"1,875,000","BSS UKC, RPLC AMFITRITI @ SAME RATE - NO OPTS, 4-6/9 TBN2, OURS",FXD,9,2018,#REF!,AG,UKC,1
SHELL,ENERGY CENTAUR,SHELL,"60,000",CPP,AG,KARACHI-OPTS,4-Sep-2018,O/P,O/P,,FXD,9,2018,#REF!,AG,WCI,1
VITOL,JO PINARI ,CNR,"60,000",CPP,FUJAIRAH,MINA AL AHMADI,4-Sep-2018,RNR,RNR,,FXD,9,2018,#REF!,AG,AG,1
TRAFIGURA,JO ROWAN,CNR,"60,000",CPP,VADINAR,SPORE,4-Sep-2018,RNR,RNR,,FXD,9,2018,#REF!,WCI,SEA,1
VITOL,DONG-A THETIS,SOCAR,"75,000",NAP,ras laffan,daesan,5-Sep-2018,WS,95,"BSS JAPAN, 5-6/09",FXD,9,2018,#REF!,AG,NASIA,1
STRAITS,FPMC P GLORY,SSOE,"55,000",NAP,ruwais,yosu,5-Sep-2018,WS ,98,"BSS JAPAN, 5-7/09",FXD,9,2018,#REF!,AG,NASIA,1
PRIME MARINE,SAUGER,ATC,"60,000",CPP,YANBU,JEDDAH,5-Sep-2018,$,"230,000",,FXD,9,2018,#REF!,RSEA,RSEA,1
PRODUCT,ELAN VITAL,SHELL,"60,000",GO,NEW MANGALORE,SPORE-HK-OPTS,5-Sep-2018,WS,102.5,"BSS SPORE, RPLC STI EXCELSIOR 5-7/9",FXD,9,2018,#REF!,WCI,TBN,1
SK ENERGY,PRO ALLIANCE,YNCC,"75,000",NAP,mina abdulla,yosu,6-Sep-2018,WS,95,"BSS JAPAN, 6-7/09",FXD,9,2018,#REF!,AG,NASIA,1
COSCO,MEI LIN WAN,SHELL,"75,000",NAP,ruwais,yosu,6-Sep-2018,WS,95,"BSS JAPAN, 6-7/09",FXD,9,2018,#REF!,AG,NASIA,1
KOCH,GEM NO. 3,ATC,"55,000",NAP,jubail,chiba+daesan,6-Sep-2018,WS,100,BSS JAPAN,FXD,9,2018,#REF!,AG,NASIA,1
STRAITS,NORD LARKSPUR,PETROCHINA,"60,000",UMS,DALIAN,SPORE FB BALONGAN,6-Sep-2018,$,"380,000","BSS SPORE 1:1, 495K BSS 1:2, 6-8/9  - PVT OURS",FXD,9,2018,#REF!,NCHINA,SEA,1
MAERSK,MAERSK PENGUIN ,WINSON,"90,000",ULSD,SIKKA,EAFR-SPORE-UKC,6-Sep-2018,WS ,92.5,"BSS SPORE, 1,9M BSS UKC, 6-7/09 - POSS LOOKING TO REPLACE",FXD,9,2018,#REF!,WCI,TBN,1
STRAITS,TWO MILLION WAYS,BP,"60,000",GO,SPORE,HK,6-Sep-2018,$,"348,000",6-7/9,FXD,9,2018,#REF!,SEA,SEA,1
SKS,SKS DEE,TRAFIGURA,"75,000",NAP,ras laffan,yosu,7-Sep-2018,WS,95,"BSS JAPAN, 7-8/9",FXD,9,2018,#REF!,AG,NASIA,1
STRAITS,MARINOR,SHELL,"55,000",NAP,rabigh,singapore,7-Sep-2018,WS,97.5,BSS JAPAN - PVT HOWE ROB,FXD,9,2018,#REF!,RSEA,SEA,1
MENA,BW ZAMBESI,SHELL,"55,000",NAP,ras laffan,anyer,7-Sep-2018,WS,100,BSS JAPAN 7-8/09,FXD,9,2018,#REF!,AG,SEA,1
STRAITS ,BREEZY VICTORIA ,VITOL,"60,000",JET,S.KOREA,USWC,7-Sep-2018,$,"1,225,000","BSS USWC, 7-9/09",FXD,9,2018,#REF!,NASIA,USWC,1
GEM,GULF COAST,ATC,"60,000",GO,JUBAIL,RAS TANURA,7-Sep-2018,$,"175,000",7-8/09,FXD,9,2018,#REF!,AG,AG,1
ST SHIPPING,SCF PLYMOUTH,OTI,"60,000",UMS,SIKKA,SOHAR,7-Sep-2018,$,"230,000","7-8/9, RPLC NAVE CIELO @ SAME RATE",FXD,9,2018,#REF!,WCI,AG,1
STRAITS,NORSTAR INTREPID,ST ,"55,000",NAP,jamnagar,mailiao,8-Sep-2018,WS ,100,"BSS JAPAN, 8-9/09",FXD,9,2018,#REF!,WCI,TAIWAN,1
COSCO,HUA LIN WAN,UNIPEC,"80,000",ULSD,YANBU,UKC-SPORE,8-Sep-2018,$,"1,575,000","BSS UKC, WS 95 BSS SPORE",FXD,9,2018,#REF!,RSEA,UKC,1
SCORPIO,STI ALEXIS,KPC,"80,000",JET,AG,WEST,8-Sep-2018,$,"1,900,000","BSS UKC, 8-9/9",FXD,9,2018,#REF!,AG,UKC,1
STRAITS,TECTUS ,KPC,"60,000",GO/JET,KUWAIT,LEBANON,8-Sep-2018,COA,COA,8-9/9,FXD,9,2018,#REF!,AG,WMED,1
GESCO,JAG AABHA ,TRAFIGURA,"60,000",UMS,VADINAR,SPORE-AG,8-Sep-2018,WS,105,"BSS SPORE, 225K BSS FUJ-SOHAR, 8-10/9",FXD,9,2018,#REF!,WCI,WCI,1
BW,BW NILE ,WINSON OIL,"60,000",CPP,KASHIMA+1,TAIWAN,8-Sep-2018,$,"440,000",BSS 2:1,FXD,9,2018,#REF!,NASIA,TAIWAN,1
SHELL,PACIFIC JULIA ,CNR,"60,000",CPP,SOHAR,KARACHI,8-Sep-2018,RNR,RNR,,FXD,9,2018,#REF!,AG,WCI,1
TORM,TORM VENTURE,JXTG,"55,000",NAP,ras laffan,kashima+oita,9-Sep-2018,WS,98,"BSS JAPAN, 9-10/09",FXD,9,2018,#REF!,AG,NASIA,1
DYNACOM,SOVEREIGN ,TOTAL,"55,000",NAP,ruwais,mailiao+oita,9-Sep-2018,WS,108,"BSS JAPAN, 9-10/09",FXD,9,2018,#REF!,AG,NASIA,1
MAERSK,MAERSK PIPER ,VITOL,"80,000",UMS,TAIWAN,SPORE-WAF,9-Sep-2018,$,"300,000","BSS SPORE, $ 1.6M BSS WAF",FXD,9,2018,#REF!,TAWAIN,TBN,1
COSCO ,KONG QUE ZUO,HOB,"60,000",UMS+HSD,S.KOREA,SPORE-OPTS,9-Sep-2018,$,"355,000",BSS SPORE,FXD,9,2018,#REF!,NASIA,SEA,1
MAERSK,MAERSK PIPER,VITOL,"80,000",UMS,TAIWAN,SPORE-WAFR,9-Sep-2018,$,"300,000","BSS SPORE, 1.6M BSS WAFR",FXD,9,2018,#REF!,TAWAIN,TBN,1
ARGYLL,ASHLEY LADY,SAHARA ,"90,000",GO ,SIKKA,EAFR,9-Sep-2018,WS,90,"BSS EAFR, PVT OURS ",FXD,9,2018,#REF!,WCI,EAFR,1
