OWNER,VESSEL,Charterer,Size,Grade,Load,Disch.,Date,$,Rate,Comment,Status,Month,YEAR,LR1/LR2,Load Region,Disc Region,Decade
EASTMED,YPAPANTI,TOTAL,"90,000",CPP,ruwais,WEST,14-Feb-2018,$,"1,550,000",BSS UKC,FXD,2,2018,#REF!,AG,UKC,2
STRAITS,JO REDWOOD ,TOTAL ,"60,000",JET,WCI,UKC-SPORE,14-Feb-2018,$,"1,075,000","BSS UKC, WS 100 BSS SPORE",FXD,2,2018,#REF!,WCI,UKC,2
PRIME,SAUGER,SAHARA,"60,000",GO,SIKKA,EAFR,14-Feb-2018,WS,90,"BSS EAFR, PVT HOWE ROB",FXD,2,2018,#REF!,WCI,EAFR,2
NAVIG8,HERMIONE,ATC,"55,000",NAP ,ras tanura,anyer,14-Feb-2018,WS,105,cross ag option $ 210 no declared ,FXD,2,2018,#REF!,AG,SEA,2
SCORPIO,HAMBURG STAR,SHELL,"60,000",JET ,AG,UKC,15-Feb-2018,$,"1,075,000",BSS UKC,FXD,2,2018,#REF!,AG,UKC,2
BW,BW ORINOCO,CNR,"60,000",CPP,ulsan,guangshou,15-Feb-2018,RNR,RNR,,FXD,2,2018,#REF!,NASIA,SCHINA,2
BW,BW SHINANO,SK ,"60,000",CPP,S.KOREA,OPTS,15-Feb-2018,RNR,RNR,,FXD,2,2018,#REF!,NASIA,TBN,2
VITOL,GLORIOUS,VITOL,"60,000",UMS,FUJAIRAH,KARACHI,15-Feb-2018,OP,OP,,FXD,2,2018,#REF!,AG,WCI,2
NAVIG8,HAMPSTEAD ,LITASCO,"40,000",UMS,JUBAIL,KAZ,15-Feb-2018,$,"275,000",BSS KAZ,FXD,2,2018,#REF!,AG,AG,2
STRAITS,LILAC VICTORIA ,VITOL,"65,000",JET,UAE,UAE,15-Feb-2018,$,"227,000",BSS AG,FXD,2,2018,#REF!,AG,AG,2
SKS ,SKS DOYLES,KOCH,"100,000",ULSD,sikka,USAC-UKC,15-Feb-2018,$,"1,910,000","BSS USAC, $ 1.485 M BSS UKC",FXD,2,2018,#REF!,WCI,TBN,2
TORM,TORM HERMIA,WINSON,"80,000",GO,TAIWAN,TAIWAN,15-Feb-2018,TC,"11,500","1-60 DAYS, $13,500 61-90 - POSS DUPLICATE/OLD",FXD,2,2018,#REF!,TAWAIN,TAIWAN,2
PETROLIMEX,VAN PHONG 1,WINSON,"80,000",GO,TAIWAN,TAIWAN,15-Feb-2018,TC,"10,000",NOT SURE ON PERIOD,FXD,2,2018,#REF!,TAWAIN,TAIWAN,2
PRODUCT SHIPPING,ARIEL,ENOC,"60,000",UMS,QUINZHOU,SPORE- AG,15-Feb-2018,$,"330,000","BSS SPORE, $ 530K BSS AG",FXD,2,2018,#REF!,SCHINA,TBN,2
SCORPIO,KING DOUGLAS,BP,"55,000",NAP,ras laffan,yosu+dalian,15-Feb-2018,WS,97.5,BSS JAPAN - TO REPLACE PLOUTOS,FXD,2,2018,#REF!,AG,NASIA,2
SCORPIO,STI EXCEL,SHELL,"60,000",JET,AG,UKC-OPTS,16-Feb-2018,$,"1,125,000","BSS UKC, 16-18/02",FXD,2,2018,#REF!,AG,UKC,2
NAVIG8,KING PHILIPPOS,HOB,"90,000",GO,S.KOREA,SPORE,16-Feb-2018,$,"375,000","BSS SPORE, RPLCING KHAWR ALADID",FXD,2,2018,#REF!,NASIA,SEA,2
ZODIAC,KINGS ROAD,BP,"60,000",GO,S KOREA,SINGAPORE,16-Feb-2018,$,"305,000",BSS SPORE,FXD,2,2018,#REF!,NASIA,SEA,2
SKS,SKS DONGGANG,BP,"80,000",COND,dampier,pengerang,16-Feb-2018,WS,85,BSS JAPAN,FXD,2,2018,#REF!,OZ,NASIA,2
SKS,SKS DOURO,UNIPEC,"80,000",ULSD,YANBU,UKC-OPTIONS,16-Feb-2018,$,"1,250,000","BSS UKC, 16-17/2 ",FXD,2,2018,#REF!,RSEA,UKC,2
SCORPIO,STI PRECISION,CNR,"55,000",NAP,ras tanura,pasir gudang,16-Feb-2018,RNR,RNR,,FXD,2,2018,#REF!,AG,SEA,2
SCORPIO,STI RAMBLA ,IDEMITSU,"75,000",NAP,ruwais,tokuyama,16-Feb-2018,WS,90,"BSS JAPAN, 16-17/2",FXD,2,2018,#REF!,AG,NASIA,2
ST SHIPPING,HAIMA,SOCAR,"75,000",NAP,ras laffan,daesan+yosu,17-Feb-2018,WS,90,BSS JAPAN 17-19/2,FXD,2,2018,#REF!,AG,NASIA,2
COSCO,HUA LIN WAN,WINSON,"90,000",GO,TAIWAN,SPORE-OPTS,17-Feb-2018,$,"350,000",BSS SPORE,FXD,2,2018,#REF!,TAWAIN,SEA,2
MAERSK,MAERSK PELICAN,GULF PETROCHEM,"75,000",GO+UMS,BAHRAIN,MOMBASA,17-Feb-2018,WS,97.5,BSS MOMBASA,FXD,2,2018,#REF!,AG,EAFR,2
PLEIADES,SPERCHIOS,VITOL,"100,000",ULSD,SKOREA,WAFR-UKC,17-Feb-2018,$,"925,000",$1.365M BSS UKC - PVT HOWE ROB -N/B,FXD,2,2018,#REF!,NASIA,TBN,2
BW,BW KALLANG,TRAFIGURA,"60,000",JET,sikka,UKC-SPORE-EAFR,17-Feb-2018,WS,"1,035,000","BSS UKC, WS 97.5 BSS SPORE, 17-18/02",FXD,2,2018,#REF!,WCI,TBN,2
BW ,BW KRONBORG,SK,"60,000",UMS,SKOREA,SINGAPORE-AG,17-Feb-2018,$,"350,000",BSS SPORE,FXD,2,2018,#REF!,NASIA,TBN,2
P66,SFL SABINE,MARUBENI,"75,000",NAP,ras laffan+mesaieed,chiba ,17-Feb-2018,WS,90,BSS JAPAN,FXD,2,2018,#REF!,AG,NASIA,2
JACOB ,KONSTANTIN JACOB,SSOE,"55,000",NAP,sitra,onsan,17-Feb-2018,WS,99.5,"BSS JAPAN, 17-18/02",FXD,2,2018,#REF!,AG,NASIA,2
MENA,BW SEINE,SHELL,"60,000",JET,BAHRAIN,UAE,18-Feb-2018,$,"230,000","BSS UAE, 18-19/02",FXD,2,2018,#REF!,AG,AG,2
BW,BW DANUBE,OTI,"60,000",UMS,sikka ,AG (INC QATAR + KAZ),18-Feb-2018,$,"265,000","18-19/2 - BSS UAE, $ 365,000 BSS KAZ",FXD,2,2018,#REF!,WCI,AG,2
ARGYLL,FOTINI LADY,ATC,"60,000",GO,JUBAIL,RAS TANURA,18-Feb-2018,$,"210,000","BSS RAS TAN, 18-20/02",FXD,2,2018,#REF!,AG,AG,2
STRAITS,N MARS,ENOC,"60,000",UMS ,YANBU,EAFR- FUJ,18-Feb-2018,WS,105,"18-19/02 - BSS EAFR, $ 510K BSS FUJ",FXD,2,2018,#REF!,RSEA,TBN,2
STRAITS,NEW CENTURY,CNR,"60,000",UMS,sikka,OPTS,18-Feb-2018,RNR,RNR,,FXD,2,2018,#REF!,WCI,TBN,2
PRIME,FLAGSHIP WILLOW ,CNR,"55,000",NAP,yanbu,map ta phut,18-Feb-2018,RNR,RNR,,FXD,2,2018,#REF!,RSEA,SEA,2
ADNATCO,YAMILAH-III,LOTTE TITAN,"55,000",NAP,ruwais,pasir gudang ,18-Feb-2018,WS,112,BSS P.GUDANG,FXD,2,2018,#REF!,AG,SEA,2
SCORPIO,STI CONNAUGHT,ATC,"75,000",NAP,mina abdulla,mizushima+kudamatsu,19-Feb-2018,WS,94,"BSS JAPAN, PVT HOWE ROB, OURS",FXD,2,2018,#REF!,AG,NASIA,2
SCORPIO,STI STEADFAST o/o SOLIDARITY,SHELL,"100,000",ULSD,sikka,UKC,19-Feb-2018,RNR,RNR,NO SIRE,FXD,2,2018,#REF!,WCI,UKC,2
NAVIG8,CAPTAIN SPIRO,BP,"100,000",ULSD,SIKKA,SPORE-UKC,19-Feb-2018,WS,90,"BSS SPORE, $ 1.575M BSS UKC",FXD,2,2018,#REF!,WCI,TBN,2
MAERSK,LR2 POSEIDON,TRAFIGURA,"68,000",ULSD,vadinar,DJIBOUTI,19-Feb-2018,$,"550,000.0",BSS DJIBOUTI,FXD,2,2018,#REF!,WCI,RSEA,2
PANAMAX INT.,NEAPOLIS ,CNR,"60,000",JET?,yosu,uswc-options,19-Feb-2018,RNR,RNR,,FXD,2,2018,#REF!,NASIA,USWC,2
ZODIAC,ABBEY ROAD,ST SHIPPING,"55,000",NAP,sikka,yosu,19-Feb-2018,WS,105,"BSS JAPAN, 19-20/02",FXD,2,2018,#REF!,WCI,NASIA,2
STRAITS,UACC IBN SINA,BP,"55,000",NAP,jebel ali,yosu,19-Feb-2018,WS,100,"BSS JAPAN, 19-21",FXD,2,2018,#REF!,AG,NASIA,2
LYRAS,CHRYSANTHEMUM ,ENOC,"75,000",NAP,jebel ali,yosu,20-Feb-2018,WS,90,BSS JAPAN,FXD,2,2018,#REF!,AG,NASIA,2
ST SHIPPING,FALCON EXPRESS,BP,"75,000",NAP,ruwais,kashima,20-Feb-2018,WS,90.0,BSS JAPAN,FXD,2,2018,#REF!,AG,NASIA,2
GOLDEN ENERGY,ENERGY CENTAUR ,SHELL,"60,000",CPP,AG,OPTIONS,20-Feb-2018,TCT,TCT,RPTD SHORT T/C SHELL,FXD,2,2018,#REF!,AG,TBN,2
ROXANA,ALIGOTE,OTI,"60,000",UMS,sikka,SOHAR,20-Feb-2018,$,"270,000","BSS SOHAR, 20-21/02",FXD,2,2018,#REF!,WCI,AG,2
SCORPIO,STI SYMPHONY,ATC,"80,000",ULSD,JUBAIL,EAFR,20-Feb-2018,WS,96,"BSS EAFR, PVT HOWE ROB, OURS",FXD,2,2018,#REF!,AG,EAFR,2
TORM,TORM HERMIA,CNR,"80,000",CPP,SKOREA,SKOREA-OPTIONS,20-Feb-2018,TCT,TCT,,FXD,2,2018,#REF!,NASIA,NASIA,2
STRAITS,NEW CENTURY ,RELIANCE,"60,000",UMS,sikka,SPORE,20-Feb-2018,WS,104.0,"BSS SPORE, 20-22/2",FXD,2,2018,#REF!,WCI,SEA,2
COSCO,JING YU ZUO,MARUBENI,"55,000",NAP,ras laffan,anyer+yangpu,20-Feb-2018,RNR,RNR,RPTD,FXD,2,2018,#REF!,AG,SCHINA,2
OTC,TAI HU,IDEMITSU,"55,000",NAP,ras laffan,chiba+daesan,20-Feb-2018,WS,105,"BSS JAPAN, 20-22/02 ",FXD,2,2018,#REF!,AG,NASIA,2
SCORPIO,NAVIG8 GALLANTRY,ATC,"60,000",CPP,JUBAIL,RAS TANURA,21-Feb-2018,RNR,RNR,,FXD,2,2018,#REF!,AG,AG,3
SCORPIO,STI GAUNTLET,UNIPEC,"90,000",ULSD,YANBU,WEST,21-Feb-2018,$,"1,275,000",21-23/2,FXD,2,2018,#REF!,RSEA,UKC,3
BP,BRITISH RESTRAINT,BP,"90,000",ULSD?,sikka,singapore?,22-Feb-2018,OP,OP,,FXD,2,2018,#REF!,WCI,SEA,3
GOLDEN ENERGY,ENERGY CENTURION,RELIANCE,"58,000",ALKY,sikka,UKC-USAC,22-Feb-2018,$,"1,050,000","BSS UKC, $ 1.35 M USAC, RPTD",FXD,2,2018,#REF!,WCI,UKC,3
MAERSK,LR2 POLARIS,TRAFIGURA,"80,000",GO+UMS,JUBAIL,DJIBOUTI-AG,22-Feb-2018,$,"550,000",BSS DJIBOUTI,FXD,2,2018,#REF!,AG,RSEA,3
STRAITS,PLOUTOS,ATC,"60,000",JET,RUWAIS ,JEDDAH-OPTS,22-Feb-2018,$,"550,000",BSS JEDDAH,FXD,2,2018,#REF!,AG,RSEA,3
STRAITS,GRACE VICTORIA,CNR,"65,000",JET,sikka,singapore?,22-Feb-2018,RNR,RNR,,FXD,2,2018,#REF!,WCI,SEA,3
STRAITS,GRACE VICTORIA ,TOTAL,"65,000",JET,sikka,UKC,22-Feb-2018,$,"1,100,000",SWAPPED IN FOR THE UACC EAGLE,FXD,2,2018,#REF!,WCI,UKC,3
SHELL,SUNRISE ,SHELL,"55,000",NAP,jubail,singapore+bukom,22-Feb-2018,O/P,O/P,,FXD,2,2018,#REF!,AG,SEA,3
STRAITS,KAMAOME VICTORIA,SHELL,"60,000",UMS,QINZHOU,SINGAPORE,23-Feb-2018,$,"325,000",BSS SPORE,FXD,2,2018,#REF!,SCHINA,SEA,3
COSCO,TAO LIN WAN,SHELL,"60,000",UMS,DALIAN,SINGAPORE,23-Feb-2018,$,"370,000",,FXD,2,2018,#REF!,NCHINA,SEA,3
BW ,BW YANGTZE,ENOC,"60,000",JET,AG,AG,23-Feb-2018,$,"250,000",,FXD,2,2018,#REF!,AG,AG,3
NAVIG8,CAPTAIN JOHN,VITOL,"80,000",GO,RUWAIS,SINGAPORE,23-Feb-2018,WS,82.5,BSS SPORE - ZERO OVERAGE,FXD,2,2018,#REF!,AG,SEA,3
MAERSK,MAERSK PRINCESS,CHEVRON,"75,000",COND,wheatstone,nipah,23-Feb-2018,RNR,RNR,23-24/2,FXD,2,2018,#REF!,OZ,SEA,3
CENTROFIN,NAMRATA,ARGO,"80,000",ULSD,sikka,MOMBASA,23-Feb-2018,WS,82.5,"BSS MOMBASA, loaded 72k mt",FXD,2,2018,#REF!,WCI,EAFR,3
STRAITS,LILAC VICTORIA,ENOC,"60,000",JET,AG,UKC-OPTIONS,23-Feb-2018,RNR,RNR,23-25/2,FXD,2,2018,#REF!,AG,UKC,3
NAVIG8,SPRUCE 2 ,BP,"65,000",JET,AG,UKC- SPORE,23-Feb-2018,$,"1,175,000","BSS UKC, WS 107.5 BSS SPORE, 23-24/02",FXD,2,2018,#REF!,AG,TBN,3
TORM,TORM SOFIA,ATC,"60,000",UMS,YANBU,RSEA - FUJ,23-Feb-2018,$,"275,000",$510K BSS FUJ,FXD,2,2018,#REF!,RSEA,TBN,3
TOTAL,EAGLE LE HAVRE,VITOL,"75,000",NAP,ras laffan,singapore+mailiao,23-Feb-2018,WS,92.5,BSS JAPAN,FXD,2,2018,#REF!,AG,TAIWAN,3
TRAFIGURA,FPMC P ALPINE,SHELL,"55,000",NAP,rabigh,singapore,24-Feb-2018,WS,105,BSS JAPAN,FXD,2,2018,#REF!,RSEA,SEA,3
ADNATCO,BANI YAS,PETRODIAMOND,"60,000",CPP,SINGAPORE,OZ,24-Feb-2018,RNR,,vessel still in Spore 20/2/18,FXD,2,2018,#REF!,SEA,OZ,3
ARGYLL,FOTINI LADY,KPC,"60,000",GO?,KUWAIT,DJIBOUTI,24-Feb-2018,$,"510,000",BSS DJIBOUTI,FXD,2,2018,#REF!,AG,RSEA,3
PRODUCT SHIPPING,LA BOHEME,TRAFIGURA,"60,000",UMS ,TAIWAN,SINGAPORE,24-Feb-2018,$,"310,000",BSS SINGAPORE,FXD,2,2018,#REF!,TAWAIN,SEA,3
COSCO,QI LIN ZUO ,ENOC,"60,000",CPP,AG,AG,24-Feb-2018,$,"220,000",,FXD,2,2018,#REF!,AG,AG,3
SKS,SKS DEE  ,TRAFIGURA,"100,000",GO+JET,SKOREA,S.KOR-TWN-SPORE-WAFR,24-Feb-2018,$,"375,000","BSS SPORE, 24-27/02, PVT HOWE ROB, OURS",FXD,2,2018,#REF!,NASIA,TBN,3
SCORPIO,STI EXPRESS,LUKOIL,"60,000",UMS,JAPAN + S.KOREA,SPORE + VAN PHONG BAY,24-Feb-2018,$,"560,000",(2:2),FXD,2,2018,#REF!,NASIA,SEA,3
SCORPIO,STI SELATAR,ATC,"80,000",GO,SKOREA,SINGAPORE-RSEA,24-Feb-2018,RNR,RNR,TOLD PVTLY ,FXD,2,2018,#REF!,NASIA,TBN,3
ITOCHU,MORNING IBIS,HANWAH,"55,000",COND,RAS LAFFAN,JAPAN,24-Feb-2018,WS,105,"BSS JAPAN, 24-25/02",FXD,2,2018,#REF!,AG,NASIA,3
PRIME,RIVER SHINER,TOTAL,"60,000",UMS,YANBU,WAFR-SPORE,24-Feb-2018,$,"1,200,000",BSS WAFR,FXD,2,2018,#REF!,RSEA,TBN,3
SK ,PRO ALLIANCE,SK ,"75,000",NAP,ruwais,mailiao,24-Feb-2018,OP,OP,,FXD,2,2018,#REF!,AG,TAIWAN,3
ITOCHU,MORNING IBIS,CNR,"55,000",NAP,ras laffan,daesan,24-Feb-2018,RNR,RNR,,FXD,2,2018,#REF!,AG,NASIA,3
TORM,TORM SOFIA,SHELL,"55,000",NAP,yanbu,fujairah,25-Feb-2018,WS,105,BSS JAPAN,FXD,2,2018,#REF!,RSEA,AG,3
DYNACOM,MAISTROS,VITOL,"55,000",NAP,aqaba,yanbu,25-Feb-2018,WS,105,BSS JAPAN,FXD,2,2018,#REF!,RSEA,RSEA,3
NYK,CHAMPION PLEASURE ,CNR,"75,000",NAP,ras laffan,chiba+geoje,25-Feb-2018,RNR,RNR,,FXD,2,2018,#REF!,AG,NASIA,3
ADNATCO,DIYYINAH-I,TRAFIGURA,"55,000",NAP,sikka,huizhou+hong kong,25-Feb-2018,WS,105,"BSS JAPAN, 25-26/2",FXD,2,2018,#REF!,WCI,SCHINA,3
STRAITS,ESTIA,PETROCHINA,"55,000",NAP,mina al ahmadi,singapore,25-Feb-2018,WS,105,"25-26/02, PVT HOWE ROB, OURS",FXD,2,2018,#REF!,AG,SEA,3
BW,BW TAGUS,CNR,"60,000",CPP,sikka,ag,25-Feb-2018,RNR,RNR,,FXD,2,2018,#REF!,WCI,AG,3
NAVIG8,LADY HENRIETTA,AMPOL,"75,000",ULSD,JUBAIL,OZZY,25-Feb-2018,WS,95,BSS OZZY,FXD,2,2018,#REF!,AG,OZ,3
TOTAL,NISSOS HERACLEA,TOTAL,"100,000",ULSD,sikka,UKC,25-Feb-2018,OP,OP,,FXD,2,2018,#REF!,WCI,UKC,3
SCORPIO,STI NAUTILUS,ATC,"80,000",ULSD,yanbu,SINGAPORE,25-Feb-2018,WS,96,"BSS SINGAPORE, PVT HOWE ROB, OURS",FXD,2,2018,#REF!,RSEA,SEA,3
RELIANCE,STI ROSE,RELIANCE,"100,000",ULSD,SIKKA,OPTS,25-Feb-2018,OP,OP,,FXD,2,2018,#REF!,WCI,TBN,3
MENA,BW ZAMBESI,TRAFIGURA,"60,000",GO,VADINAR,SPORE-FUJ,25-Feb-2018,WS,110,"BSS SPORE, $ 300K BSS FUJ",FXD,2,2018,#REF!,WCI,TBN,3
ST SHIPPING,SCF PIONEER,TRAFIGURA,"65,000",JET,vadinar,EAST-WEST,25-Feb-2018,$,"1,225,000","25-27/02, BSS UKC",FXD,2,2018,#REF!,WCI,TBN,3
SHELL,PACFIC SARAH,SHELL?,"60,000",UMS,sohar,kaz,25-Feb-2018,OP,OP,,FXD,2,2018,#REF!,AG,AG,3
OTC,PO YANG HU,MARUBENI ,"55,000",NAP,ras laffan,anyer,25-Feb-2018,WS,102,,FXD,2,2018,#REF!,AG,SEA,3
SCORPIO,STI PRECISION,ATC,"55,000",NAP,ras tanura,pasir gudang,25-Feb-2018,WS,110,BSS JAPAN - P+C OURS,FXD,2,2018,#REF!,AG,SEA,3
ROXANA,ASPROUDA,PETROCHINA,"60,000",UMS,QUINZHOU,SPOE-INDO,26-Feb-2018,$,"360,000","BSS SPORE, 26-28/02, PVT HOWE ROB, OURS",FXD,2,2018,#REF!,SCHINA,SEA,3
MAERSK,GLORY CRESCENT,VITOL,"80,000",UMS,SINGAPORE,SINGAPORE,26-Feb-2018,TC,"11,500",30-60 DAYS ,FXD,2,2018,#REF!,SEA,SEA,3
GEM,GULF CRYSTAL,TRAFIGURA,"60,000",CPP,SINGAPORE,OZZY,26-Feb-2018,WS,110,BSS OZZY,FXD,2,2018,#REF!,SEA,OZ,3
STRAITS,BOW PIONEER,KOCH,"56,860",UMS,sikka,UKC,26-Feb-2018,$,"$1,135,000",BSS UKC,FXD,2,2018,#REF!,WCI,UKC,3
TRAFIGURA ,CIELO BIANCO,ATC,"60,000",UMS,DALIAN,SINGAPORE,26-Feb-2018,$,"340,000",BSS SPORE,FXD,2,2018,#REF!,NCHINA,SEA,3
DYNACOM,MARGARITA,BP,"60,000",ULSD,vadinar,SPORE-OPTS,26-Feb-2018,WS,112.5,"26-28/02, LOADED 65K MT ",FXD,2,2018,#REF!,WCI,SEA,3
STRAITS,PALAWAN STAR,BP,"55,000",NAP,sikka,bukom,26-Feb-2018,WS,105,BSS JAPAN,FXD,2,2018,#REF!,WCI,SEA,3
BW ,BW RHINE,CLEARLAKE,"60,000",UMS,J.ALI-FUJ,PAKISAN,27-Feb-2018,$,"310,000",BSS PAK,FXD,2,2018,#REF!,AG,AG,3
SCORPIO,STI OXFORD,ATC,"80,000",ULSD,R.SEA,SINGAPORE,27-Feb-2018,WS,96,"BSS SINGAPORE, PVT HOWE ROB, OURS",FXD,2,2018,#REF!,RSEA,SEA,3
ST SHIPPING,ALPINE PERSEFONE ,TRAFIGURA,"60,000",JET,VADINAR,SING-AG,27-Feb-2018,WS,115,"BSS SPORE, $315 AG, TO REPLACE BW ZAMBESI ",FXD,2,2018,#REF!,WCI,TBN,3
JACOB,TILL JACOB,ATC,"60,000",UMS,YANBU,FUJ-JEDDAH,27-Feb-2018,$,"525,000","BSS FUJ, $ 285K BSS JEDDAH",FXD,2,2018,#REF!,RSEA,AG,3
FRONTLINE,FRONT SIRIUS,SHELL,"75,000",NAP,sitra+mina abdulla,bukon+mailiao,27-Feb-2018,WS,82.5,BSS JAPAN,FXD,2,2018,#REF!,AG,TAIWAN,3
SCORPIO,STI GUIDE,VITOL,"75,000",NAP,rabigh,map ta phut,27-Feb-2018,WS,90,BSS JAPAN,FXD,2,2018,#REF!,RSEA,SEA,3
ADNATCO,MEZAIRA'A,ADNATCO,"55,000",NAP,ruwais,vizag+haldia,1-Mar-2018,OP,OP,,FXD,3,2018,#REF!,AG,ECI,1
AET,EAGLE BARCELONA,BP,"100,000",ULSD,AG-WCI,UKC-WAFR,1-Mar-2018,$,"1,200,000",$900 WAFR - PVT HOWE ROB - NEW BUILD ,FXD,3,2018,#REF!,AG,TBN,1
VITOL,JO PINARI ,VITOL,"40,000",CPP,IRAN,FUJAIRAH,1-Mar-2018,OP,OP,,FXD,3,2018,#REF!,AG,AG,1
NAVIG8,LIA,ENOC,"60,000",UMS,SIKKA,JEBEL ALI,1-Mar-2018,$,"300,000",BSS AG - TO REPLACE PETALI LADY,FXD,3,2018,#REF!,WCI,AG,1
MERSK,MAERSK PROGRESS,IPG,"80,000",GO,AG,ADEN-OPTS,1-Mar-2018,$,"550,000",BSS ADEN,FXD,3,2018,#REF!,AG,RSEA,1
ARGYLL,PETALI LADY,ENOC,"60,000",UMS,SIKKA,AG,1-Mar-2018,$,"270,000",BSS AG,FXD,3,2018,#REF!,WCI,AG,1
ADNATCO,ABU DHABI III,TOTAL,"75,000",NAP,ruwais,yosu,1-Mar-2018,WS,81,1-2/3 - TBN 1 DAY,FXD,3,2018,#REF!,AG,NASIA,1
SCORPIO,STI SPIGA,CHEVRON,"75,000",NAP,ras laffan,daesan+yosu,1-Mar-2018,WS,PLATTS,,FXD,3,2018,#REF!,AG,NASIA,1
STRAITS,RAYSUT ,PDC,"75,000",NAP,ruwais,tokuyama+kudamatsu,2-Mar-2018,WS,92.5,BSS JAPAN,FXD,3,2018,#REF!,AG,NASIA,1
SCORPIO,STI CONDOTTI,ST SHIPPING,"75,000",NAP,ruwais,mailiao,2-Mar-2018,WS,92.5,"BSS JAPAN, 2-4/03 ",FXD,3,2018,#REF!,AG,TAIWAN,1
SOVCOM,NS ASIA,VITOL,"80,000",CPP,SEOSAN,OZZY,2-Mar-2018,RNR,RNR,,FXD,3,2018,#REF!,NASIA,OZ,1
SHELL,PACIFIC JULIA,CNR,"40,000",UMS?,quanzhou,singapore,2-Mar-2018,RNR,RNR,,FXD,3,2018,#REF!,SCHINA,SEA,1
DYNACOM,SCIROCCO,ATC,"55,000",NAP,ras tanura,yosu,2-Mar-2018,WS,120,"BSS JAPAN, PVT HOWE ROB, OURS",FXD ,3,2018,#REF!,AG,NASIA,1
SCORPIO,STI EXECUTIVE,ATC,"55,000",NAP,ras tanura,kaohsiung,2-Mar-2018,WS,115,"BSS JAPAN, 2-4/3, PVT HOWE ROB, OURS",FXD,3,2018,#REF!,AG,TAIWAN,1
NOVATEK,CHASELKA,SHELL,"90,000",JET,AG,UKC-OPTS,3-Mar-2018,$,"1,675,000",BSS UKC - TOP P+C OURS,FXD,3,2018,#REF!,AG,UKC,1
SHELL,SELINI ,ENOC,"60,000",JET,RUWAIS,JALI,3-Mar-2018,RNR,RNR,,FXD,3,2018,#REF!,AG,AG,1
ST SHIPPING,TECTUS,ATC,"60,000",UMS,YANBU,AG,3-Mar-2018,$,"585,000",BSS FUJ,FXD,3,2018,#REF!,RSEA,AG,1
SCORPIO,STI EXCEED,BP,"65,000",JET,SIKKA,WEST-SPORE-HK-TWN,3-Mar-2018,$,"1,225,000","BSS WEST, WS 112.5 BSS SPORE 3-4/3 - PVT OURS",FXD,3,2018,#REF!,WCI,TBN,1
FORMOSA,FS ENDEAVOR,MCC,"75,000",NAP,mina al ahmadi,chiba,3-Mar-2018,WS,86,BSS JAPAN,FXD,3,2018,#REF!,AG,NASIA,1
TORM,TORM ISMINI,CLEARLAKE,"55,000",NAP,mumbai,ulsan,3-Mar-2018,WS,110,3-4/03,FXD,3,2018,#REF!,WCI,NASIA,1
SCORPIO,NAVIG8 GOAL ,ATC,"80,000",ULSD,YANBU,OPTIONS,4-Mar-2018,COA,COA,,FXD,3,2018,#REF!,RSEA,TBN,1
NOVATEK,PUROVSKY,BP,"80,000",JET,RUWAIS,EAFR-SPORE-UKC-OPTS,4-Mar-2018,WS,110,"BSS EAFR-SPORE, $1.675 BSS UKC, 4-6/03",FXD,3,2018,#REF!,AG,TBN,1
TRAFIGURA,SERIANA,ARGO,"80,000",ULSD,SIKKA,EAFR,4-Mar-2018,WS,85,"BSS JAPAN, 4-6/3",FXD,3,2018,#REF!,WCI,EAFR,1
SCORPIO,STI GALLANTRY ,ATC,"80,000",ULSD,JUBAIL,OPTIONS,4-Mar-2018,COA,COA,,FXD,3,2018,#REF!,AG,TBN,1
STRAITS,UACC IBN AL HAITHAM,ENOC,"60,000",UMS,sikka,AG,4-Mar-2018,$,"300,000",BSS AG,FXD,3,2018,#REF!,WCI,AG,1
NAVIG8,NAVE ANDROMEDA,GALANA,"60,000",ULSD,SIKKA,EAFR,4-Mar-2018,WS,110,"4-6/03, TBN 1",FXD,3,2018,#REF!,WCI,EAFR,1
HEIDMAR,DUBAI BRILLIANCE,YNCC,"75,000",NAP,ruwais,yosu,4-Mar-2018,WS,82.5,BSS JAPAN ,FXD,3,2018,#REF!,AG,NASIA,1
LYKIARDOPULO,SUVRETTA,SOCAR,"75,000",NAP,ras laffan,daesan,4-Mar-2018,WS,85,"BSS JAPAN, 4-6/3",FXD,3,2018,#REF!,AG,NASIA,1
BW,BW SEINE,BP,"60,000",JET,RUWAIS,JALI,5-Mar-2018,$,"245,000","5/3, UAE LIC C/A, RPLCING BW DANUBE",FXD,3,2018,#REF!,AG,AG,1
MINERVA,MINERVA ELEFTHERIA,BP,"100,000",ULSD,AG,UKC-WAFR,5-Mar-2018,$,"1,200,000",$900 WAFR - PVT HOWE ROB - NEW BUILD,FXD,3,2018,#REF!,AG,TBN,1
SKS,SKS DELTA,BP,"75,000",COND,dampier,daesan+ulsan,5-Mar-2018,WS,92.5,"RATE BSS NORTH ASIA, INTENTION TUBAN",FXD,3,2018,#REF!,OZ,NASIA,1
ST SHIPPING,ALPINE PENELOPE,VITOL,"60,000",CPP,IRAN,OPTIONS ,5-Mar-2018,$,"235,000",BSS FUJAIRAH,FXD,3,2018,#REF!,AG,TBN,1
GREAT EASTERN,JAG AABHA,IOC,"40,000",ULSD,sikka,PARADIP,6-Mar-2018,$,"653,000",6-7/3,FXD,3,2018,#REF!,WCI,ECI,1
